"","school","treat","girl","sooloca","boy"
"43928",1,0,1,24,0
"43932",1,0,0,24,1
"43935",1,0,1,24,0
"43936",0,0,0,24,1
"43937",0,0,0,24,1
"43939",1,0,0,24,1
"43940",1,0,1,24,0
"43941",1,0,1,24,0
"43942",1,0,0,24,1
"43943",1,0,1,24,0
"43945",1,0,0,24,1
"43947",1,0,0,24,1
"43950",1,0,1,24,0
"43951",1,0,1,24,0
"43952",1,0,1,24,0
"43953",0,0,0,24,1
"43954",1,0,1,24,0
"43956",0,0,0,24,1
"43957",1,0,1,24,0
"43958",1,0,1,24,0
"43959",0,0,0,24,1
"43960",0,0,1,24,0
"43961",1,0,1,24,0
"43962",0,0,1,24,0
"43963",1,0,1,24,0
"43964",1,0,1,24,0
"43966",0,0,1,24,0
"43967",1,0,0,24,1
"43968",1,0,1,24,0
"43970",1,0,1,24,0
"43971",1,0,0,24,1
"43973",1,0,0,24,1
"43975",1,0,0,25,1
"43976",1,0,1,25,0
"43977",0,0,0,25,1
"43978",1,0,0,25,1
"43979",1,0,1,25,0
"43980",1,0,1,25,0
"43981",0,0,1,25,0
"43982",0,0,1,25,0
"43983",1,0,0,25,1
"43984",0,0,1,25,0
"43985",1,0,1,25,0
"43986",1,0,1,25,0
"43987",1,0,1,25,0
"43989",1,0,0,25,1
"43990",0,0,1,25,0
"43992",1,0,0,25,1
"43993",1,0,1,25,0
"43994",1,0,0,25,1
"43996",1,0,1,25,0
"43998",1,0,0,25,1
"44000",1,0,0,25,1
"44001",1,0,1,26,0
"44002",1,0,0,26,1
"44003",1,0,0,26,1
"44004",1,1,1,27,0
"44005",1,1,0,27,1
"44006",1,1,0,27,1
"44007",1,1,1,27,0
"44008",1,1,0,27,1
"44009",1,1,0,27,1
"44010",1,1,0,27,1
"44011",1,1,0,27,1
"44012",1,1,0,27,1
"44013",1,1,1,27,0
"44014",1,1,0,27,1
"44016",1,1,1,27,0
"44017",0,1,1,27,0
"44018",1,1,1,27,0
"44019",1,1,1,27,0
"44020",1,1,0,27,1
"44021",1,1,1,27,0
"44022",1,1,1,27,0
"44023",1,1,1,27,0
"44024",1,1,0,27,1
"44025",1,1,0,27,1
"44027",1,1,1,27,0
"44028",1,1,1,27,0
"44029",1,1,0,27,1
"44030",0,1,0,27,1
"44031",1,1,0,27,1
"44032",1,1,0,27,1
"44033",1,1,1,27,0
"44034",0,1,0,27,1
"44035",1,1,1,27,0
"44036",1,1,0,27,1
"44037",1,1,0,27,1
"44038",1,1,1,27,0
"44039",1,0,0,28,1
"44040",1,0,1,28,0
"44041",1,0,1,28,0
"44042",1,0,0,28,1
"44043",0,0,1,28,0
"44044",1,0,1,28,0
"44045",1,0,0,28,1
"44046",0,0,1,28,0
"44047",0,0,1,28,0
"44048",1,0,1,28,0
"44050",1,0,0,28,1
"44051",1,0,1,28,0
"44052",0,0,1,28,0
"44053",1,0,1,28,0
"44055",1,0,0,28,1
"44056",1,0,1,28,0
"44057",1,0,0,28,1
"44058",1,0,1,28,0
"44060",1,0,1,28,0
"44062",0,0,0,28,1
"44063",0,0,1,28,0
"44065",1,0,1,28,0
"44067",1,0,1,28,0
"44068",1,0,1,28,0
"44069",1,0,1,28,0
"44070",1,0,0,28,1
"44072",1,0,0,29,1
"44073",0,0,1,29,0
"44074",1,0,0,29,1
"44075",0,0,1,29,0
"44076",1,0,1,29,0
"44077",1,0,1,29,0
"44078",1,0,1,29,0
"44079",1,0,0,29,1
"44080",1,0,0,29,1
"44081",1,0,1,29,0
"44082",1,0,1,29,0
"44083",0,0,1,29,0
"44084",1,0,0,29,1
"44085",1,0,0,29,1
"44086",0,0,1,29,0
"44087",1,0,0,29,1
"44088",1,0,0,29,1
"44089",1,0,1,29,0
"44090",1,0,0,29,1
"44091",1,0,1,29,0
"44092",0,0,1,29,0
"44094",1,0,1,29,0
"44095",1,0,1,29,0
"44096",1,0,1,29,0
"44097",1,0,1,29,0
"44098",1,0,1,29,0
"44099",0,0,1,29,0
"44100",1,0,0,29,1
"44101",1,0,1,29,0
"44102",1,0,1,29,0
"44103",0,0,1,29,0
"44104",1,0,0,29,1
"44105",1,0,0,29,1
"44106",0,0,0,29,1
"44108",1,0,0,29,1
"44109",1,0,0,29,1
"44110",1,0,1,30,0
"44111",0,0,0,30,1
"44112",1,0,1,30,0
"44113",1,0,1,30,0
"44114",1,0,1,30,0
"44115",0,0,1,30,0
"44116",1,0,0,30,1
"44117",1,0,1,30,0
"44118",1,0,0,30,1
"44119",1,0,1,30,0
"44120",1,0,1,30,0
"44121",1,0,1,30,0
"44122",0,1,0,31,1
"44124",1,1,0,31,1
"44125",1,1,1,31,0
"44127",0,1,0,31,1
"44128",0,1,0,31,1
"44129",0,1,0,31,1
"44130",1,1,1,31,0
"44131",1,1,1,31,0
"44132",1,1,1,31,0
"44133",1,1,0,31,1
"44134",1,1,1,31,0
"44135",1,1,0,31,1
"44136",1,1,0,31,1
"44138",1,1,1,31,0
"44139",0,1,0,31,1
"44140",1,1,0,31,1
"44141",1,1,1,31,0
"44142",1,1,1,31,0
"44143",1,1,1,31,0
"44144",1,1,0,31,1
"44145",1,1,1,31,0
"44146",1,1,1,31,0
"44147",0,1,1,31,0
"44148",1,1,1,31,0
"44149",1,1,1,31,0
"44150",1,1,1,31,0
"44151",1,1,0,31,1
"44152",0,1,0,31,1
"44153",0,1,0,31,1
"44154",1,1,1,31,0
"44155",0,1,1,31,0
"44156",1,1,0,31,1
"44157",1,1,0,31,1
"44158",1,1,0,31,1
"44159",1,1,1,31,0
"44160",1,1,0,31,1
"44161",1,1,1,32,0
"44162",1,1,0,32,1
"44163",1,1,1,32,0
"44164",1,1,0,32,1
"44165",0,1,1,32,0
"44166",1,1,1,32,0
"44167",1,1,1,32,0
"44168",0,1,0,32,1
"44169",1,1,1,32,0
"44170",1,1,1,32,0
"44171",1,1,0,32,1
"44172",0,1,1,32,0
"44173",1,1,0,32,1
"44174",1,1,0,32,1
"44175",1,1,0,32,1
"44176",1,1,1,32,0
"44177",1,1,0,32,1
"44178",1,1,0,32,1
"44179",1,1,0,32,1
"44180",1,1,0,32,1
"44181",0,1,1,32,0
"44182",1,1,1,32,0
"44183",1,1,0,32,1
"44184",1,1,1,32,0
"44185",0,1,0,32,1
"44186",1,1,1,33,0
"44187",1,1,1,33,0
"44188",1,1,1,33,0
"44189",1,1,0,33,1
"44190",1,1,1,33,0
"44191",1,1,1,33,0
"44192",1,1,0,33,1
"44193",1,1,1,33,0
"44194",1,1,1,33,0
"44195",1,1,0,33,1
"44196",1,1,0,33,1
"44198",1,1,1,33,0
"44199",1,1,1,33,0
"44200",1,1,1,33,0
"44201",1,1,1,33,0
"44202",1,1,1,33,0
"44203",0,1,1,33,0
"44204",1,1,0,33,1
"44205",1,1,0,33,1
"44206",1,1,1,33,0
"44207",0,1,0,33,1
"44208",1,1,1,33,0
"44209",1,1,1,33,0
"44210",1,1,0,33,1
"44211",1,1,0,33,1
"44212",1,1,1,33,0
"44213",1,1,0,33,1
"44214",1,1,0,33,1
"44215",1,1,1,33,0
"44216",0,1,0,33,1
"44217",1,1,1,33,0
"44218",1,1,0,33,1
"44219",1,1,1,33,0
"44220",1,1,1,33,0
"44221",1,1,1,33,0
"44223",1,1,0,33,1
"44224",1,1,1,34,0
"44225",1,1,0,34,1
"44226",1,1,0,34,1
"44227",1,1,1,34,0
"44228",1,1,0,34,1
"44229",1,1,0,34,1
"44230",1,1,0,34,1
"44231",1,1,0,34,1
"44232",1,1,0,34,1
"44233",1,1,0,34,1
"44234",0,1,1,34,0
"44235",1,1,0,34,1
"44236",1,1,1,34,0
"44237",1,1,0,34,1
"44238",1,1,0,34,1
"44239",1,1,0,34,1
"44240",0,1,0,34,1
"44241",1,1,0,34,1
"44242",1,1,1,34,0
"44243",1,1,1,34,0
"44244",1,1,0,34,1
"44245",1,1,1,34,0
"44246",0,1,0,34,1
"44247",0,1,1,35,0
"44248",1,1,0,35,1
"44249",1,1,0,35,1
"44250",0,1,1,35,0
"44251",1,1,1,35,0
"44252",1,1,1,35,0
"44253",1,1,0,35,1
"44254",1,1,1,35,0
"44255",0,1,1,35,0
"44256",1,1,0,35,1
"44257",1,1,0,35,1
"44258",1,1,1,35,0
"44259",1,1,1,35,0
"44260",1,1,0,35,1
"44261",1,1,0,35,1
"44262",1,1,1,35,0
"44263",1,1,0,35,1
"44264",1,1,0,36,1
"44265",1,1,0,36,1
"44266",1,1,1,36,0
"44267",1,1,0,36,1
"44268",1,0,0,37,1
"44269",1,0,0,37,1
"44270",1,0,0,37,1
"44271",1,0,1,37,0
"44272",1,0,0,37,1
"44273",1,0,0,37,1
"44274",1,0,1,37,0
"44275",1,0,1,37,0
"44276",1,0,1,37,0
"44277",1,0,1,37,0
"44278",1,0,1,37,0
"44279",1,0,1,37,0
"44280",1,0,1,37,0
"44281",1,0,1,37,0
"44282",1,0,1,37,0
"44283",1,0,1,37,0
"44284",1,0,0,37,1
"44285",1,0,1,37,0
"44286",1,0,1,37,0
"44287",1,0,1,37,0
"44288",1,1,1,38,0
"44289",1,1,0,38,1
"44290",1,1,1,38,0
"44291",1,1,0,38,1
"44292",1,1,0,38,1
"44293",1,1,0,38,1
"44294",1,1,0,38,1
"44295",1,1,1,38,0
"44296",1,1,0,38,1
"44297",1,1,1,38,0
"44298",1,1,1,38,0
"44299",1,1,0,38,1
"44300",1,1,0,38,1
"44301",1,1,1,38,0
"44302",1,1,1,38,0
"44303",1,1,0,38,1
"44304",1,1,1,38,0
"44305",1,1,0,38,1
"44306",1,1,0,38,1
"44307",1,1,0,38,1
"44308",1,1,0,38,1
"44309",1,1,1,38,0
"44310",1,1,1,38,0
"44311",1,1,1,38,0
"44312",0,1,0,38,1
"44313",1,1,1,38,0
"44314",0,1,0,38,1
"44315",1,1,0,38,1
"44316",1,1,1,38,0
"44317",1,1,1,38,0
"44318",1,1,0,38,1
"44319",0,1,0,38,1
"44320",1,1,1,39,0
"44321",1,1,1,39,0
"44322",1,1,1,39,0
"44324",1,1,1,39,0
"44325",1,1,0,39,1
"44326",1,1,1,39,0
"44327",1,1,0,39,1
"44328",1,1,1,39,0
"44330",1,1,1,39,0
"44331",1,1,1,39,0
"44332",1,1,0,39,1
"44333",1,1,1,39,0
"44334",1,1,0,39,1
"44335",1,1,0,39,1
"44336",1,1,0,39,1
"44337",0,1,1,39,0
"44338",1,1,1,39,0
"44339",1,1,1,39,0
"44340",0,1,1,39,0
"44341",1,1,0,39,1
"44342",1,1,1,39,0
"44343",1,1,0,39,1
"44344",1,1,0,39,1
"44346",0,1,1,39,0
"44347",1,1,1,39,0
"44348",1,1,0,39,1
"44349",1,1,1,39,0
"44350",1,1,0,39,1
"44351",1,1,1,39,0
"44352",1,1,1,39,0
"44353",1,1,1,39,0
"44354",1,1,0,39,1
"44355",0,0,0,40,1
"44356",1,0,1,40,0
"44357",1,0,1,40,0
"44358",1,0,0,40,1
"44359",0,1,1,41,0
"44360",1,1,0,41,1
"44361",0,1,0,41,1
"44362",0,1,0,41,1
"44363",1,1,1,41,0
"44364",1,1,0,41,1
"44365",1,1,0,41,1
"44366",1,1,0,41,1
"44367",1,1,1,41,0
"44368",1,1,0,41,1
"44369",1,1,1,42,0
"44370",1,1,0,42,1
"44371",1,1,1,42,0
"44372",1,1,0,42,1
"44373",1,1,1,42,0
"44374",0,1,1,42,0
"44375",1,1,1,42,0
"44376",1,1,1,42,0
"44377",1,1,0,42,1
"44378",1,1,1,42,0
"44379",1,1,0,43,1
"44380",1,1,1,43,0
"44381",1,1,1,43,0
"44382",1,1,0,43,1
"44384",1,1,1,43,0
"44385",1,0,0,44,1
"44386",1,0,1,44,0
"44387",0,0,0,44,1
"44388",1,0,1,44,0
"44389",1,0,0,44,1
"44390",0,0,0,44,1
"44391",1,0,0,44,1
"44392",1,0,0,44,1
"44393",1,0,1,44,0
"44394",1,0,0,44,1
"44395",1,0,1,44,0
"44396",1,0,0,44,1
"44397",1,0,0,44,1
"44399",1,0,0,45,1
"44400",1,0,0,45,1
"44401",0,0,0,45,1
"44402",0,0,1,45,0
"44403",0,0,0,45,1
"44404",1,0,1,45,0
"44405",0,0,1,45,0
"44406",1,0,0,45,1
"44407",1,0,0,45,1
"44408",1,0,1,45,0
"44409",1,0,1,45,0
"44410",1,0,0,45,1
"44411",1,0,1,45,0
"44412",1,0,0,45,1
"44413",1,0,0,45,1
"44414",1,0,0,45,1
"44415",1,0,1,45,0
"44416",1,0,0,45,1
"44417",1,0,0,45,1
"44418",1,0,0,45,1
"44419",1,0,1,45,0
"44420",1,0,1,45,0
"44421",1,0,0,45,1
"44422",1,0,1,45,0
"44423",1,0,0,45,1
"44424",1,0,1,45,0
"44425",1,0,1,45,0
"44426",1,0,0,45,1
"44427",1,0,0,45,1
"44428",1,0,1,45,0
"44429",1,0,0,45,1
"44430",1,0,1,45,0
"44431",1,0,1,45,0
"44432",0,0,1,45,0
"44433",0,0,1,45,0
"44434",1,0,1,45,0
"44435",1,0,0,45,1
"44436",1,0,1,45,0
"44437",1,0,0,46,1
"44438",1,0,0,46,1
"44439",0,0,0,46,1
"44440",0,0,1,46,0
"44441",1,0,0,46,1
"44442",1,0,1,46,0
"44443",1,0,1,46,0
"44444",1,0,1,46,0
"44445",1,0,1,47,0
"44446",0,0,0,47,1
"44447",1,0,1,47,0
"44448",1,0,0,47,1
"44449",1,0,1,47,0
"44450",1,0,1,47,0
"44451",0,0,1,47,0
"44452",0,0,1,47,0
"44453",1,0,1,47,0
"44454",1,0,1,47,0
"44455",0,0,1,47,0
"44456",1,0,0,47,1
"44457",1,0,1,47,0
"44458",1,0,0,47,1
"44459",1,0,0,47,1
"44460",1,0,1,47,0
"44461",1,0,0,47,1
"44462",0,0,1,47,0
"44463",1,0,0,47,1
"44464",0,0,1,47,0
"44465",1,0,0,47,1
"44466",1,0,1,47,0
"44467",1,0,1,47,0
"44468",1,0,1,47,0
"44469",1,0,0,47,1
"44470",1,0,1,47,0
"44471",1,0,0,47,1
"44472",1,0,0,47,1
"44473",1,0,0,47,1
"44474",1,0,1,47,0
"44475",1,0,1,47,0
"44476",1,0,0,47,1
"44477",1,0,0,47,1
"44478",1,0,1,47,0
"44479",1,0,0,47,1
"44480",1,0,1,47,0
"44481",1,0,1,47,0
"44482",0,1,0,48,1
"44483",1,1,1,48,0
"44484",1,1,1,48,0
"44485",1,1,0,48,1
"44486",1,1,0,48,1
"44487",1,1,0,48,1
"44488",0,1,1,48,0
"44489",0,1,1,48,0
"44490",1,1,1,48,0
"44491",1,1,1,48,0
"44492",1,1,0,48,1
"44493",1,1,1,48,0
"44494",1,1,1,48,0
"44495",0,1,0,48,1
"44496",1,1,0,48,1
"44497",1,1,1,48,0
"44498",0,1,1,49,0
"44499",1,1,1,49,0
"44500",1,1,0,49,1
"44501",1,1,1,49,0
"44502",0,1,1,49,0
"44503",0,1,0,49,1
"44504",1,1,1,49,0
"44505",1,1,0,49,1
"44506",1,1,1,49,0
"44507",1,1,1,49,0
"44508",0,1,0,49,1
"44510",0,1,0,49,1
"44512",1,1,1,49,0
"44513",1,1,0,49,1
"44514",1,1,1,49,0
"44515",1,1,0,49,1
"44516",1,1,0,49,1
"44518",1,1,1,50,0
"44519",1,1,0,50,1
"44520",1,1,1,50,0
"44521",1,1,0,50,1
"44522",1,1,0,50,1
"44523",1,1,0,50,1
"44524",1,1,0,50,1
"44525",0,1,1,50,0
"44526",1,1,0,50,1
"44528",1,1,1,50,0
"44529",1,1,0,50,1
"44530",0,1,0,50,1
"44531",1,1,0,50,1
"44532",1,1,1,50,0
"44533",1,1,0,50,1
"44534",1,1,0,50,1
"44535",1,1,1,50,0
"44536",0,1,0,50,1
"44537",1,1,0,50,1
"44538",0,1,1,50,0
"44539",1,1,0,50,1
"44540",1,1,0,50,1
"44541",1,1,0,50,1
"44542",1,1,0,50,1
"44543",1,1,0,50,1
"44544",1,1,1,50,0
"44545",1,1,1,50,0
"44546",1,1,0,50,1
"44547",1,1,1,50,0
"44548",1,1,1,50,0
"44549",1,1,0,50,1
"44550",0,1,1,50,0
"44551",0,1,1,50,0
"44553",1,1,0,50,1
"44554",1,1,1,50,0
"44555",1,1,0,50,1
"44556",1,1,1,50,0
"44557",1,1,1,50,0
"44558",1,1,1,50,0
"44559",1,1,1,50,0
"44560",1,1,1,50,0
"44561",1,1,0,50,1
"44562",1,1,1,50,0
"44563",1,1,1,50,0
"44564",1,1,1,50,0
"44565",1,1,1,50,0
"44566",1,1,0,50,1
"44567",1,1,0,50,1
"44568",1,1,1,50,0
"44569",1,1,0,50,1
"44570",1,1,0,50,1
"44571",1,1,1,50,0
"44572",1,1,1,50,0
"44573",1,1,0,50,1
"44574",1,1,0,50,1
"44575",1,1,1,50,0
"44576",1,1,1,50,0
"44577",1,1,0,50,1
"44578",1,1,1,50,0
"44580",0,1,0,50,1
"44581",1,1,1,50,0
"44582",1,1,0,50,1
"44583",1,1,0,50,1
"44584",1,1,0,50,1
"44586",1,1,0,50,1
"44588",1,1,1,50,0
"44589",1,1,1,50,0
"44591",0,1,1,50,0
"44592",0,0,0,51,1
"44593",1,0,0,51,1
"44594",1,0,0,51,1
"44595",1,0,1,51,0
"44596",1,0,0,51,1
"44597",1,0,1,51,0
"44598",1,0,0,51,1
"44599",1,0,1,51,0
"44600",1,0,1,51,0
"44601",1,0,0,51,1
"44602",1,0,0,51,1
"44603",1,0,0,51,1
"44604",1,0,0,51,1
"44605",1,0,0,51,1
"44606",1,0,1,51,0
"44607",1,0,1,51,0
"44608",1,0,1,51,0
"44609",1,0,1,51,0
"44610",1,0,1,51,0
"44611",1,0,0,51,1
"44612",1,0,0,51,1
"44613",1,0,0,52,1
"44614",1,0,1,52,0
"44615",1,0,1,52,0
"44616",1,1,0,53,1
"44617",1,1,0,53,1
"44618",1,1,0,53,1
"44619",0,1,1,53,0
"44620",0,1,0,53,1
"44621",1,1,0,53,1
"44622",1,1,0,53,1
"44623",1,1,1,53,0
"44624",1,1,0,53,1
"44625",1,1,0,53,1
"44626",1,1,0,53,1
"44627",1,1,0,53,1
"44628",1,1,1,54,0
"44629",1,1,0,54,1
"44630",1,1,1,54,0
"44631",1,1,0,54,1
"44632",1,1,0,54,1
"44633",1,1,0,54,1
"44634",1,1,0,54,1
"44635",1,1,1,54,0
"44636",0,1,0,54,1
"44637",1,1,1,54,0
"44638",1,1,1,54,0
"44639",1,1,1,54,0
"44640",1,1,1,54,0
"44641",1,1,1,54,0
"44642",1,1,0,54,1
"44643",1,1,0,54,1
"44644",1,1,0,54,1
"44645",1,1,0,54,1
"44646",1,1,0,54,1
"44647",1,1,1,54,0
"44648",1,1,1,54,0
"44649",1,1,0,54,1
"44650",1,1,0,54,1
"44651",1,1,0,54,1
"44652",1,1,0,54,1
"44653",1,1,1,54,0
"44654",1,1,0,54,1
"44655",1,1,1,54,0
"44656",1,1,1,54,0
"44657",1,1,1,54,0
"44658",1,1,0,54,1
"44659",1,1,1,54,0
"44660",1,1,1,54,0
"44661",1,1,0,54,1
"44662",1,1,0,54,1
"44663",1,1,0,54,1
"44664",0,1,0,54,1
"44665",1,1,0,54,1
"44666",1,1,0,54,1
"44667",1,1,0,54,1
"44668",1,1,1,54,0
"44669",1,1,0,54,1
"44670",1,1,0,54,1
"44671",1,1,0,54,1
"44672",1,1,0,54,1
"44674",0,1,0,54,1
"44675",1,1,1,54,0
"44676",1,1,1,54,0
"44677",1,1,1,54,0
"44678",1,1,1,54,0
"44679",1,1,0,54,1
"44680",0,1,1,54,0
"44681",1,1,0,54,1
"44683",1,1,1,54,0
"44684",1,1,1,54,0
"44685",1,1,1,54,0
"44686",1,1,0,54,1
"44687",1,1,1,54,0
"44688",1,1,0,54,1
"44689",1,1,0,55,1
"44690",1,1,1,55,0
"44691",1,1,0,55,1
"44692",1,1,0,55,1
"44693",1,1,0,55,1
"44694",0,1,0,55,1
"44695",1,1,0,55,1
"44696",1,1,1,55,0
"44697",0,1,0,55,1
"44698",1,1,0,55,1
"44699",1,1,0,55,1
"44700",1,1,0,55,1
"44701",1,1,1,55,0
"44703",1,1,0,55,1
"44704",0,1,1,55,0
"44705",1,1,0,55,1
"44706",1,1,1,55,0
"44707",1,1,0,55,1
"44709",1,1,0,55,1
"44710",1,1,0,55,1
"44712",0,1,0,55,1
"44713",1,1,0,55,1
"44714",1,1,1,55,0
"44715",1,1,1,55,0
"44716",1,1,0,55,1
"44717",1,1,1,55,0
"44718",1,1,1,55,0
"44719",1,1,1,55,0
"44720",1,1,0,55,1
"44721",1,1,0,55,1
"44722",1,1,0,55,1
"44723",1,1,0,55,1
"44724",1,1,0,55,1
"44725",1,1,1,55,0
"44726",0,1,0,55,1
"44727",1,1,0,55,1
"44728",0,1,0,55,1
"44729",1,1,1,55,0
"44731",1,1,1,55,0
"44732",1,1,1,55,0
"44733",1,1,0,55,1
"44734",1,1,1,55,0
"44735",0,1,0,55,1
"44736",1,1,0,55,1
"44737",1,1,0,55,1
"44738",0,1,1,55,0
"44739",1,1,1,55,0
"44740",1,1,0,55,1
"44741",0,1,1,55,0
"44742",1,1,0,55,1
"44743",1,1,0,55,1
"44744",1,1,1,55,0
"44746",1,1,0,55,1
"44747",1,1,1,55,0
"44748",1,1,1,55,0
"44749",1,1,1,55,0
"44750",1,1,0,55,1
"44751",0,1,1,55,0
"44752",0,1,0,55,1
"44753",0,1,1,55,0
"44754",1,1,0,55,1
"44755",1,1,0,55,1
"44756",1,1,0,55,1
"44759",1,1,1,55,0
"44760",1,1,1,55,0
"44761",1,1,0,55,1
"44762",1,1,0,55,1
"44763",0,1,0,55,1
"44764",1,1,0,55,1
"44765",1,1,1,55,0
"44766",1,1,1,55,0
"44767",1,1,1,55,0
"44768",1,1,0,55,1
"44769",0,1,0,55,1
"44770",1,1,0,55,1
"44771",1,1,1,55,0
"44772",0,1,0,55,1
"44773",1,1,0,55,1
"44774",1,1,1,55,0
"44775",1,1,0,55,1
"44776",1,1,0,55,1
"44777",1,1,1,55,0
"44778",1,1,0,55,1
"44779",1,1,1,55,0
"44780",0,1,1,55,0
"44781",1,1,1,55,0
"44782",1,1,0,55,1
"44784",0,1,0,55,1
"44785",1,1,1,55,0
"44786",1,1,0,55,1
"44787",1,1,0,55,1
"44788",1,1,0,55,1
"44789",1,1,0,55,1
"44790",1,1,0,55,1
"44791",1,1,1,55,0
"44792",1,1,0,55,1
"44794",1,1,0,55,1
"44795",0,1,0,55,1
"44796",1,1,0,55,1
"44797",1,1,0,56,1
"44798",1,1,1,56,0
"44799",1,1,0,56,1
"44800",1,1,0,56,1
"44801",1,1,0,56,1
"44802",1,1,1,56,0
"44803",1,1,0,56,1
"44804",1,1,0,56,1
"44805",1,1,0,56,1
"44806",1,1,0,56,1
"44807",1,1,1,56,0
"44808",1,1,0,57,1
"44809",1,1,1,57,0
"44810",1,1,1,57,0
"44811",1,1,0,57,1
"44812",1,1,0,57,1
"44813",1,1,0,57,1
"44814",1,1,0,57,1
"44815",1,1,1,57,0
"44816",1,1,1,57,0
"44817",0,1,1,57,0
"44818",1,1,0,57,1
"44819",1,1,1,57,0
"44820",1,1,0,57,1
"44821",1,1,0,57,1
"44822",1,1,1,57,0
"44823",1,1,0,57,1
"44824",1,1,0,57,1
"44825",1,1,0,57,1
"44826",1,1,1,57,0
"44827",1,1,1,57,0
"44828",1,1,1,57,0
"44829",1,1,0,57,1
"44830",1,1,1,57,0
"44831",1,1,1,57,0
"44832",0,1,1,57,0
"44833",1,0,0,58,1
"44834",1,0,1,58,0
"44835",1,0,1,58,0
"44836",0,0,1,58,0
"44837",1,0,0,58,1
"44838",0,0,0,58,1
"44839",1,0,0,58,1
"44840",1,0,1,58,0
"44841",0,0,1,58,0
"44842",1,0,1,58,0
"44843",1,0,1,58,0
"44844",1,0,1,58,0
"44845",1,0,0,58,1
"44846",1,0,0,58,1
"44847",1,0,1,58,0
"44848",1,0,1,58,0
"44849",1,0,0,58,1
"44850",1,0,0,58,1
"44851",1,0,1,58,0
"44852",1,0,0,58,1
"44853",1,0,1,58,0
"44854",1,0,0,58,1
"44855",1,0,0,58,1
"44856",1,0,0,58,1
"44857",1,0,1,58,0
"44859",1,1,0,59,1
"44860",0,1,0,59,1
"44862",1,1,0,59,1
"44863",1,1,0,59,1
"44864",1,1,1,59,0
"44865",1,1,0,59,1
"44866",1,1,0,59,1
"44867",1,1,1,59,0
"44868",0,1,1,59,0
"44869",1,1,0,59,1
"44870",1,1,0,59,1
"44871",1,1,0,59,1
"44872",1,1,1,59,0
"44873",1,1,1,59,0
"44874",1,1,1,59,0
"44875",1,1,0,59,1
"44876",1,1,1,59,0
"44877",1,1,0,59,1
"44878",1,1,0,59,1
"44879",0,1,0,59,1
"44880",1,1,0,59,1
"44881",1,1,0,59,1
"44882",1,1,1,59,0
"44883",1,1,0,59,1
"44884",1,1,0,59,1
"44885",1,1,0,59,1
"44886",1,1,1,59,0
"44887",0,0,0,60,1
"44888",1,0,1,60,0
"44889",1,0,1,60,0
"44890",1,0,1,60,0
"44892",1,0,1,60,0
"44893",0,0,1,60,0
"44894",1,0,1,60,0
"44895",1,0,1,60,0
"44896",1,0,0,60,1
"44897",1,0,1,60,0
"44898",1,0,1,60,0
"44899",1,1,0,61,1
"44900",1,1,1,61,0
"44901",1,1,0,61,1
"44902",1,1,1,61,0
"44903",0,1,0,61,1
"44904",1,1,1,61,0
"44905",1,1,0,61,1
"44906",0,1,1,61,0
"44907",0,1,1,61,0
"44908",1,1,1,61,0
"44909",1,1,1,61,0
"44910",1,1,0,61,1
"44911",0,1,1,61,0
"44912",1,1,0,61,1
"44913",1,1,1,61,0
"44914",1,1,0,61,1
"44915",1,1,1,61,0
"44916",1,1,0,61,1
"44917",0,1,0,61,1
"44918",1,1,1,61,0
"44919",1,1,1,61,0
"44920",1,1,1,61,0
"44921",0,1,1,61,0
"44922",1,1,1,61,0
"44923",1,1,1,61,0
"44924",1,1,0,61,1
"44926",0,1,1,61,0
"44927",1,1,1,61,0
"44928",1,1,0,61,1
"44929",1,1,0,61,1
"44930",1,1,1,61,0
"44931",1,1,1,61,0
"44932",1,1,0,61,1
"44933",1,1,0,62,1
"44934",1,1,0,62,1
"44935",1,1,1,62,0
"44936",1,1,1,62,0
"44937",1,1,1,62,0
"44938",1,1,1,62,0
"44939",0,1,1,63,0
"44940",0,1,0,63,1
"44941",0,1,0,63,1
"44942",1,1,0,63,1
"44943",1,1,1,63,0
"44944",1,1,1,63,0
"44945",0,1,0,63,1
"44946",0,1,0,63,1
"44947",1,1,0,63,1
"44948",0,1,0,63,1
"44949",0,1,1,63,0
"44950",1,1,0,63,1
"44951",0,1,0,63,1
"44952",0,1,0,63,1
"44953",1,1,0,63,1
"44954",1,1,1,63,0
"44955",0,1,1,63,0
"44956",1,1,1,63,0
"44957",0,1,1,64,0
"44958",1,1,0,64,1
"44959",1,1,1,64,0
"44960",1,1,1,64,0
"44961",1,1,1,64,0
"44962",1,1,1,64,0
"44963",0,1,1,64,0
"44964",0,1,1,64,0
"44965",1,1,1,64,0
"44966",1,1,0,64,1
"44967",1,1,0,64,1
"44968",1,1,0,64,1
"44970",1,1,0,64,1
"44971",1,1,1,64,0
"44972",0,1,0,64,1
"44973",1,1,1,64,0
"44974",1,1,0,64,1
"44975",1,1,1,64,0
"44976",1,1,0,64,1
"44977",1,1,1,64,0
"44978",1,1,0,64,1
"44979",0,1,0,64,1
"44980",1,1,1,64,0
"44981",1,1,1,64,0
"44982",1,1,1,64,0
"44983",1,1,1,64,0
"44984",1,1,0,64,1
"44985",0,1,0,64,1
"44986",1,1,0,64,1
"44987",0,1,0,64,1
"44988",1,1,0,65,1
"44989",1,1,1,65,0
"44990",0,1,0,65,1
"44991",0,1,0,65,1
