"","school","treat","girl","sooloca","boy"
"46267",1,1,0,109,1
"46268",0,1,1,109,0
"46269",1,1,1,109,0
"46270",1,1,0,109,1
"46271",1,1,1,109,0
"46272",1,1,0,109,1
"46273",1,1,1,109,0
"46274",1,1,0,109,1
"46275",1,1,1,109,0
"46276",1,1,1,109,0
"46277",1,1,0,109,1
"46278",1,1,1,109,0
"46279",1,1,0,109,1
"46281",1,1,1,109,0
"46282",1,1,0,109,1
"46283",1,1,0,109,1
"46284",1,1,0,109,1
"46285",1,1,0,109,1
"46286",1,1,0,109,1
"46287",1,1,1,109,0
"46288",1,1,1,109,0
"46289",1,1,0,110,1
"46290",1,1,0,110,1
"46291",1,1,1,110,0
"46292",1,1,0,110,1
"46293",1,0,0,111,1
"46294",1,0,1,111,0
"46295",1,0,0,111,1
"46296",1,0,1,111,0
"46297",1,0,1,111,0
"46298",0,0,0,111,1
"46299",1,0,1,111,0
"46300",1,0,0,111,1
"46301",1,0,1,111,0
"46302",0,0,1,111,0
"46303",1,0,1,111,0
"46304",0,0,0,111,1
"46305",1,0,1,111,0
"46306",1,0,1,111,0
"46307",1,0,0,111,1
"46308",1,0,1,111,0
"46309",1,0,1,111,0
"46310",1,0,1,111,0
"46311",1,0,1,111,0
"46312",1,0,1,111,0
"46313",1,0,0,111,1
"46314",1,1,0,112,1
"46315",0,1,1,112,0
"46316",0,1,1,112,0
"46317",0,1,1,112,0
"46318",1,1,0,112,1
"46319",1,1,0,112,1
"46320",0,1,1,112,0
"46321",1,1,1,112,0
"46322",1,1,0,112,1
"46324",0,1,1,112,0
"46325",1,1,0,112,1
"46326",1,1,0,112,1
"46327",0,1,1,112,0
"46328",1,1,1,112,0
"46329",1,1,1,112,0
"46330",1,1,1,112,0
"46331",0,1,1,112,0
"46332",1,1,1,112,0
"46333",0,1,1,112,0
"46334",0,1,1,112,0
"46335",0,1,0,112,1
"46336",1,1,1,112,0
"46337",1,1,1,112,0
"46338",0,1,1,112,0
"46339",0,1,1,112,0
"46340",1,1,1,112,0
"46341",1,1,0,112,1
"46342",1,1,0,112,1
"46343",0,1,1,112,0
"46344",1,1,1,113,0
"46345",1,1,1,113,0
"46346",1,1,1,113,0
"46347",1,1,1,113,0
"46348",1,1,1,113,0
"46349",1,1,0,113,1
"46350",1,1,1,113,0
"46351",1,1,0,113,1
"46352",1,1,1,113,0
"46353",1,1,0,113,1
"46354",1,1,1,113,0
"46355",1,1,0,113,1
"46356",1,1,0,113,1
"46357",1,1,1,113,0
"46358",1,1,1,113,0
"46359",1,1,0,113,1
"46360",1,1,1,113,0
"46361",1,0,1,114,0
"46362",1,0,0,114,1
"46363",1,0,1,114,0
"46364",1,0,1,114,0
"46365",1,0,0,114,1
"46366",1,0,1,114,0
"46367",1,0,1,114,0
"46368",1,0,0,114,1
"46369",1,0,0,114,1
"46370",1,0,0,114,1
"46371",0,0,1,114,0
"46372",1,0,0,114,1
"46373",1,0,1,114,0
"46374",1,0,1,114,0
"46375",1,0,1,114,0
"46376",1,0,0,115,1
"46377",1,0,1,115,0
"46378",1,0,1,115,0
"46379",1,0,0,115,1
"46380",1,0,1,115,0
"46381",1,0,0,115,1
"46382",1,0,0,115,1
"46383",0,1,0,116,1
"46385",1,1,1,116,0
"46386",1,1,0,116,1
"46387",1,1,1,116,0
"46388",0,1,1,117,0
"46389",0,1,0,117,1
"46390",0,1,1,117,0
"46391",1,1,0,117,1
"46392",1,1,0,117,1
"46393",0,1,1,117,0
"46394",1,1,1,118,0
"46395",1,1,1,118,0
"46396",1,1,0,118,1
"46397",1,1,0,118,1
"46398",1,1,1,118,0
"46399",1,0,0,119,1
"46400",0,0,0,119,1
"46401",1,0,1,119,0
"46402",1,0,1,119,0
"46403",0,0,1,119,0
"46404",1,0,1,119,0
"46405",0,0,0,119,1
"46406",1,0,0,119,1
"46407",1,0,1,119,0
"46408",1,0,0,119,1
"46409",1,0,1,119,0
"46410",1,0,0,119,1
"46411",1,0,1,119,0
"46412",0,0,1,119,0
"46413",1,0,1,119,0
"46414",1,0,0,119,1
"46415",0,0,1,119,0
"46416",1,0,1,119,0
"46417",1,0,1,119,0
"46418",1,0,0,120,1
"46419",1,0,1,120,0
"46420",1,0,1,120,0
"46422",1,0,1,120,0
"46423",1,0,0,120,1
"46424",0,0,0,120,1
"46425",1,0,1,120,0
"46427",0,0,0,120,1
"46428",1,0,0,120,1
"46429",1,0,0,120,1
"46430",0,0,1,120,0
"46431",0,0,0,120,1
"46432",1,0,1,120,0
"46433",1,0,1,120,0
"46434",1,0,0,120,1
"46435",1,0,1,120,0
"46436",1,0,0,120,1
"46437",0,0,1,120,0
"46438",1,0,1,120,0
"46439",1,0,1,120,0
"46440",1,0,0,120,1
"46441",0,0,0,120,1
"46442",1,0,0,120,1
"46443",0,0,0,120,1
"46444",1,0,0,120,1
"46445",1,0,0,120,1
"46446",1,0,0,120,1
"46447",1,0,0,120,1
"46448",0,0,1,120,0
"46449",0,0,1,120,0
"46450",1,0,0,120,1
"46451",1,0,1,120,0
"46452",1,0,0,120,1
"46453",1,0,0,120,1
"46454",1,0,0,120,1
"46455",1,0,1,120,0
"46456",1,0,1,120,0
"46457",1,0,1,120,0
"46458",1,0,1,120,0
"46459",1,1,0,121,1
"46460",1,1,0,121,1
"46461",1,1,0,121,1
"46462",1,1,0,121,1
"46463",1,1,1,121,0
"46464",1,1,1,121,0
"46465",1,1,1,121,0
"46466",0,1,1,121,0
"46467",1,1,1,121,0
"46468",1,1,0,121,1
"46469",1,1,0,121,1
"46470",0,1,0,121,1
"46471",0,1,0,121,1
"46472",0,1,1,121,0
"46473",1,1,0,121,1
"46474",1,1,0,121,1
"46475",1,1,0,121,1
"46476",1,1,0,122,1
"46477",1,1,0,122,1
"46478",1,1,1,122,0
"46479",1,1,0,122,1
"46480",1,1,1,122,0
"46481",1,1,0,122,1
"46482",0,1,1,122,0
"46483",1,1,0,122,1
"46484",1,1,0,122,1
"46485",0,1,0,122,1
"46486",1,1,0,122,1
"46487",1,1,0,122,1
"46488",1,1,1,122,0
"46489",0,1,0,122,1
"46490",1,1,1,122,0
"46491",1,1,1,122,0
"46492",0,1,1,122,0
"46493",1,1,0,122,1
"46494",1,1,1,122,0
"46495",1,1,0,122,1
"46496",1,1,1,122,0
"46497",1,1,1,122,0
"46498",1,1,1,122,0
"46499",0,1,1,122,0
"46500",1,1,0,122,1
"46501",1,1,0,122,1
"46502",1,1,0,122,1
"46503",1,1,0,122,1
"46504",1,1,1,122,0
"46505",0,1,0,122,1
"46506",1,1,0,122,1
"46507",1,1,1,122,0
"46508",0,1,0,122,1
"46509",1,1,0,122,1
"46510",1,1,1,122,0
"46511",0,1,1,122,0
"46512",0,1,0,122,1
"46513",0,1,0,122,1
"46514",1,1,0,122,1
"46515",1,1,1,122,0
"46516",0,1,0,122,1
"46517",1,1,1,122,0
"46518",1,1,1,122,0
"46519",1,1,0,122,1
"46520",1,1,0,122,1
"46521",0,1,0,122,1
"46522",1,1,0,122,1
"46523",1,1,1,122,0
"46524",0,1,1,122,0
"46525",1,1,0,122,1
"46526",0,1,0,122,1
"46527",1,1,1,122,0
"46528",1,1,1,122,0
"46529",1,1,1,122,0
"46530",1,1,0,122,1
"46531",1,1,1,122,0
"46532",1,1,1,122,0
"46533",0,1,1,122,0
"46534",1,1,1,122,0
"46535",1,1,0,122,1
"46536",1,1,1,122,0
"46537",1,1,1,122,0
"46538",1,1,1,122,0
"46539",1,1,0,122,1
"46540",1,1,1,122,0
"46541",1,1,0,122,1
"46542",1,1,1,122,0
"46543",1,1,1,122,0
"46544",1,1,1,122,0
"46545",0,1,0,122,1
"46546",1,1,0,122,1
"46547",1,1,1,122,0
"46548",1,1,0,122,1
"46549",1,1,1,122,0
"46550",1,1,1,122,0
"46551",1,1,0,122,1
"46552",0,1,1,122,0
"46553",1,1,1,122,0
"46554",0,1,1,122,0
"46555",1,1,1,122,0
"46556",1,1,1,122,0
"46557",1,1,1,122,0
"46558",1,1,0,122,1
"46559",1,1,1,122,0
"46560",0,1,1,122,0
"46561",0,1,0,122,1
"46562",1,1,1,122,0
"46563",1,1,0,122,1
"46564",1,1,1,122,0
"46565",1,1,0,122,1
"46566",0,1,1,122,0
"46567",1,1,0,122,1
"46568",0,1,1,122,0
"46569",1,1,1,123,0
"46570",1,1,0,123,1
"46571",1,1,1,123,0
"46572",1,1,1,123,0
"46573",1,1,1,123,0
"46575",1,1,1,123,0
"46576",1,1,0,123,1
"46577",1,1,0,123,1
"46578",1,1,0,123,1
"46579",1,1,1,123,0
"46580",1,1,1,123,0
"46581",1,1,0,123,1
"46582",1,1,1,123,0
"46583",1,1,1,123,0
"46584",1,1,0,123,1
"46585",1,1,1,123,0
"46586",1,1,0,123,1
"46587",1,1,1,123,0
"46588",1,1,0,123,1
"46589",1,1,0,123,1
"46590",1,1,1,123,0
"46591",1,1,1,123,0
"46592",1,1,1,123,0
"46593",1,1,0,123,1
"46594",0,1,0,123,1
"46595",1,1,0,123,1
"46596",1,1,1,123,0
"46597",1,1,1,123,0
"46598",1,1,0,123,1
"46599",1,1,0,123,1
"46600",1,1,1,123,0
"46601",1,1,1,123,0
"46602",1,1,1,123,0
"46603",1,1,0,123,1
"46604",1,1,1,123,0
"46605",1,1,1,123,0
"46606",1,1,1,123,0
"46607",0,1,0,123,1
"46608",1,1,0,124,1
"46609",1,1,0,124,1
"46610",1,1,0,124,1
"46613",1,1,1,124,0
"46614",0,1,1,124,0
"46615",1,1,0,124,1
"46616",1,1,1,124,0
"46618",1,1,1,124,0
"46619",1,1,1,124,0
"46620",1,1,0,124,1
"46622",1,1,0,124,1
"46624",1,1,0,124,1
"46625",0,1,1,124,0
"46626",0,1,1,124,0
"46627",1,1,1,124,0
"46628",1,1,1,124,0
"46629",1,1,1,124,0
"46630",1,1,0,125,1
"46631",0,1,1,125,0
"46632",0,1,1,125,0
"46633",1,1,0,125,1
"46634",1,1,0,125,1
"46635",0,1,0,125,1
"46636",1,1,1,125,0
"46637",0,1,0,125,1
"46638",1,1,0,125,1
"46639",0,1,1,125,0
"46640",0,1,0,125,1
"46641",1,1,0,125,1
"46642",1,1,0,125,1
"46643",0,1,0,125,1
"46644",0,1,1,125,0
"46645",1,1,1,125,0
"46646",1,1,0,125,1
"46647",1,1,1,125,0
"46648",1,1,1,125,0
"46649",1,1,1,126,0
"46650",1,1,1,126,0
"46651",0,1,0,126,1
"46652",1,1,0,126,1
"46653",1,1,1,126,0
"46654",1,1,1,126,0
"46655",1,1,0,126,1
"46657",1,1,0,126,1
"46658",0,1,1,126,0
"46659",1,1,0,127,1
"46660",1,1,1,127,0
"46661",0,1,1,127,0
"46662",0,1,0,127,1
"46663",1,1,1,127,0
"46664",1,1,1,127,0
"46665",1,1,1,127,0
"46666",1,1,0,127,1
"46667",1,1,1,127,0
"46668",1,1,1,127,0
"46669",0,1,1,127,0
"46670",1,1,0,127,1
"46671",1,1,0,127,1
"46672",0,1,0,127,1
"46673",1,1,1,127,0
"46674",1,1,0,127,1
"46675",1,1,0,127,1
"46676",1,1,1,127,0
"46677",1,1,1,127,0
"46678",1,1,0,127,1
"46679",0,1,1,127,0
"46680",1,1,1,127,0
"46681",1,1,0,127,1
"46682",1,1,1,127,0
"46683",1,1,1,127,0
"46684",1,1,0,127,1
"46685",1,1,0,127,1
"46687",1,1,0,128,1
"46688",0,1,1,128,0
"46689",1,1,0,128,1
"46690",1,1,1,128,0
"46691",1,1,1,128,0
"46692",1,1,1,128,0
"46693",1,1,1,128,0
"46694",0,1,1,128,0
"46695",1,1,0,128,1
"46696",1,1,1,128,0
"46697",1,1,0,128,1
"46698",1,1,1,128,0
"46699",0,1,1,128,0
"46700",0,1,0,128,1
"46701",1,1,0,128,1
"46702",0,1,1,128,0
"46703",1,1,0,128,1
"46704",1,1,0,129,1
"46705",1,1,0,129,1
"46706",1,1,0,129,1
"46707",1,1,1,129,0
"46708",1,1,1,129,0
"46709",1,1,1,129,0
"46710",1,1,0,129,1
"46711",1,1,0,129,1
"46712",1,1,1,129,0
"46713",0,1,1,129,0
"46714",1,1,0,129,1
"46715",0,1,1,129,0
"46716",1,1,0,129,1
"46717",1,1,1,129,0
"46718",1,1,1,129,0
"46719",1,1,0,129,1
"46720",1,1,1,129,0
"46721",0,1,0,129,1
"46722",1,1,1,129,0
"46723",1,1,1,129,0
"46724",1,1,0,129,1
"46725",1,1,1,129,0
"46726",1,1,1,129,0
"46728",1,1,0,129,1
"46729",1,1,1,129,0
"46730",1,1,0,129,1
"46731",0,1,0,129,1
"46732",1,1,1,129,0
"46733",0,1,1,129,0
"46734",1,1,1,129,0
"46735",1,1,1,129,0
"46736",1,1,1,129,0
"46737",1,1,0,129,1
"46738",0,1,1,129,0
"46739",1,1,0,129,1
"46740",1,1,1,130,0
"46741",1,1,0,130,1
"46742",1,1,1,130,0
"46744",0,1,0,130,1
"46745",1,1,0,130,1
"46746",1,1,1,130,0
"46747",1,1,0,130,1
"46748",1,1,1,130,0
"46749",1,1,1,130,0
"46750",1,1,1,130,0
"46751",1,1,1,130,0
"46752",1,1,1,130,0
"46753",1,1,1,130,0
"46754",1,1,0,130,1
"46755",1,1,1,130,0
"46756",1,1,1,130,0
"46757",1,1,1,130,0
"46758",1,1,0,130,1
"46759",1,1,0,130,1
"46760",1,1,0,130,1
"46761",1,1,0,130,1
"46762",1,1,0,130,1
"46763",1,1,0,130,1
"46764",1,1,0,130,1
"46765",1,1,1,130,0
"46766",1,1,0,130,1
"46767",1,1,0,130,1
"46768",1,1,0,130,1
"46769",1,1,0,130,1
"46770",1,1,0,130,1
"46771",1,1,1,130,0
"46772",1,1,0,130,1
"46773",1,1,1,130,0
"46774",1,1,0,130,1
"46775",1,1,1,130,0
"46776",1,1,0,130,1
"46777",1,1,1,130,0
"46778",1,1,0,130,1
"46779",1,1,0,130,1
"46780",1,1,1,130,0
"46781",1,0,0,131,1
"46782",1,0,1,131,0
"46783",1,0,0,131,1
"46784",1,0,1,131,0
"46785",1,0,0,131,1
"46786",1,0,1,131,0
"46787",1,0,0,131,1
"46788",1,0,0,131,1
"46789",0,0,1,131,0
"46790",1,0,0,131,1
"46791",0,0,1,131,0
"46792",1,0,1,131,0
"46793",0,0,0,131,1
"46794",1,0,1,131,0
"46795",1,0,1,131,0
"46796",1,0,0,131,1
"46797",1,0,1,131,0
"46798",1,0,0,131,1
"46799",1,0,0,131,1
"46800",1,0,0,131,1
"46801",1,0,0,131,1
"46802",1,0,0,131,1
"46803",1,0,1,131,0
"46804",1,0,0,131,1
"46805",1,0,1,131,0
"46806",1,0,0,131,1
"46807",1,0,0,131,1
"46808",1,0,1,131,0
"46809",1,0,1,131,0
"46810",1,0,1,131,0
"46811",1,0,1,131,0
"46812",0,0,0,131,1
"46813",0,0,0,131,1
"46815",1,0,1,132,0
"46816",1,0,1,132,0
"46817",1,0,1,132,0
"46818",1,0,0,132,1
"46820",1,0,0,132,1
"46821",1,0,0,132,1
"46822",1,0,0,132,1
"46823",1,0,1,132,0
"46824",1,0,0,132,1
"46825",1,0,1,132,0
"46826",0,0,0,132,1
"46827",1,0,1,132,0
"46828",1,0,0,132,1
"46829",1,0,1,132,0
"46830",1,0,0,132,1
"46832",1,0,1,132,0
"46833",1,0,0,132,1
"46834",1,0,1,132,0
"46835",1,0,1,132,0
"46836",1,0,1,132,0
"46837",1,0,0,132,1
"46838",1,0,1,132,0
"46839",1,0,0,132,1
"46840",1,0,0,132,1
"46841",1,0,1,132,0
"46842",1,0,1,132,0
"46843",1,0,0,132,1
"46844",1,0,0,132,1
"46846",1,0,1,132,0
"46847",1,0,0,132,1
"46848",1,0,1,132,0
"46849",1,0,0,132,1
"46850",0,0,1,132,0
"46851",1,0,1,132,0
"46852",1,0,1,132,0
"46853",1,0,0,132,1
"46854",0,0,1,132,0
"46856",1,0,1,132,0
"46857",1,0,1,132,0
"46858",1,0,0,132,1
"46859",1,0,1,132,0
"46860",1,0,0,132,1
"46861",1,0,0,132,1
"46862",1,0,0,132,1
"46863",1,0,0,132,1
"46864",1,0,0,132,1
"46865",1,0,1,132,0
"46866",1,0,1,132,0
"46867",1,0,0,132,1
"46868",0,0,0,132,1
"46869",1,0,0,132,1
"46870",1,0,0,132,1
"46871",1,0,1,132,0
"46872",1,0,0,132,1
"46873",1,0,0,132,1
"46874",1,0,0,132,1
"46875",0,0,0,133,1
"46876",1,0,1,133,0
"46877",1,0,1,133,0
"46878",1,0,1,133,0
"46879",0,0,1,133,0
"46880",1,0,0,133,1
"46881",0,0,0,133,1
"46882",1,0,0,133,1
"46883",1,0,1,133,0
"46884",0,0,0,134,1
"46885",1,0,0,134,1
"46886",1,0,1,134,0
"46887",0,0,1,134,0
"46888",0,0,1,134,0
"46889",1,0,0,134,1
"46890",0,0,1,134,0
"46891",1,0,0,134,1
"46892",0,0,1,134,0
"46893",1,0,0,134,1
"46894",1,0,0,134,1
"46895",1,0,1,134,0
"46896",1,0,0,134,1
"46897",1,0,1,134,0
"46898",1,0,0,134,1
"46899",1,0,0,134,1
"46900",1,0,0,134,1
"46901",0,0,1,134,0
"46902",1,0,1,134,0
"46903",1,0,1,134,0
"46904",1,0,1,134,0
"46905",0,0,1,134,0
"46906",1,0,1,134,0
"46907",1,0,1,134,0
"46908",1,0,1,134,0
"46909",1,0,1,134,0
"46910",1,0,1,134,0
"46911",1,0,1,134,0
"46912",1,0,0,134,1
"46913",1,0,0,134,1
"46914",0,0,1,134,0
"46915",0,0,1,134,0
"46916",0,0,0,134,1
"46917",0,0,0,134,1
"46918",0,0,0,134,1
"46919",1,0,1,134,0
"46920",1,0,0,134,1
"46921",1,0,1,134,0
"46922",0,0,0,134,1
"46923",1,0,0,134,1
"46924",1,0,1,134,0
"46925",0,0,0,134,1
"46926",1,0,0,134,1
"46927",1,0,1,134,0
"46928",1,0,0,134,1
"46929",0,0,1,134,0
"46930",1,0,0,134,1
"46931",1,0,0,134,1
"46932",0,1,1,135,0
"46933",1,1,1,135,0
"46934",1,1,0,135,1
"46935",1,1,1,135,0
"46936",0,1,0,135,1
"46937",1,1,1,135,0
"46938",1,1,1,135,0
"46939",1,1,0,135,1
"46940",1,1,1,135,0
"46942",1,1,1,135,0
"46943",1,1,1,135,0
"46944",1,1,0,135,1
"46945",1,1,1,135,0
"46946",1,1,1,136,0
"46947",1,1,0,136,1
"46948",1,1,1,136,0
"46949",1,1,1,136,0
"46950",1,1,0,136,1
"46952",1,1,1,136,0
"46953",1,1,1,136,0
"46954",1,1,1,136,0
"46955",0,1,1,136,0
"46956",1,1,0,136,1
"46957",0,1,0,136,1
"46958",1,1,1,136,0
"46959",1,1,1,136,0
"46960",1,1,1,136,0
"46961",1,1,0,136,1
"46962",1,1,1,136,0
"46963",1,1,0,136,1
"46964",1,1,0,136,1
"46965",1,1,0,136,1
"46966",1,1,0,136,1
"46967",1,1,0,136,1
"46968",1,1,0,136,1
"46969",1,1,1,136,0
"46970",1,1,1,136,0
"46971",1,1,1,136,0
"46972",1,1,0,136,1
"46973",1,1,0,136,1
"46974",1,1,0,136,1
"46975",1,1,1,136,0
"46976",1,1,1,136,0
"46977",1,1,0,136,1
"46978",1,1,0,136,1
"46979",1,1,1,136,0
"46980",1,1,1,136,0
"46981",0,1,0,136,1
"46982",1,1,1,136,0
"46983",1,1,1,136,0
"46984",1,1,1,136,0
"46985",1,1,0,136,1
"46986",1,1,1,136,0
"46987",1,1,1,136,0
"46989",1,1,0,136,1
"46990",1,1,1,136,0
"46991",1,1,0,136,1
"46992",1,1,1,136,0
"46993",1,1,0,136,1
"46994",1,1,0,136,1
"46995",1,1,0,136,1
"46996",1,1,0,136,1
"46997",1,1,1,136,0
"46998",1,1,0,136,1
"46999",1,1,1,136,0
"47000",1,1,0,136,1
"47001",1,1,0,136,1
"47002",1,1,1,136,0
"47003",1,1,0,136,1
"47004",0,1,0,136,1
"47005",1,1,1,136,0
"47006",1,1,0,136,1
"47007",1,1,1,136,0
"47008",0,1,1,136,0
"47009",1,1,0,136,1
"47010",1,1,1,136,0
"47011",1,1,0,136,1
"47012",1,1,0,136,1
"47013",1,1,0,136,1
"47014",1,1,0,137,1
"47015",1,1,1,137,0
"47016",1,1,0,137,1
"47017",0,1,0,137,1
"47018",0,1,0,137,1
"47019",1,1,0,138,1
"47020",1,1,1,138,0
"47021",1,1,0,138,1
"47022",1,1,0,138,1
"47023",1,1,1,138,0
"47024",1,1,0,138,1
"47025",1,1,1,138,0
"47026",1,1,1,138,0
"47027",1,1,1,138,0
"47028",0,1,0,138,1
"47029",1,1,1,138,0
"47030",1,1,1,138,0
"47031",1,1,1,138,0
"47032",1,1,1,138,0
"47033",1,1,0,138,1
"47034",1,1,0,138,1
"47035",1,1,1,138,0
"47036",1,1,0,138,1
"47037",1,1,1,138,0
"47038",1,1,1,138,0
"47039",1,1,1,138,0
"47040",0,1,1,138,0
"47041",1,1,1,138,0
"47042",1,1,1,138,0
"47043",1,1,0,138,1
"47044",1,1,1,138,0
"47045",1,1,1,138,0
"47046",1,1,0,138,1
"47047",1,1,1,138,0
"47048",1,1,1,138,0
"47049",1,1,0,138,1
"47050",1,1,1,138,0
"47051",1,1,1,138,0
"47052",1,1,0,138,1
"47053",1,1,1,138,0
"47054",1,1,1,138,0
"47055",0,1,0,138,1
"47056",1,1,0,138,1
"47057",0,1,0,138,1
"47058",1,1,1,138,0
"47059",0,1,0,138,1
"47060",1,1,1,138,0
"47061",1,1,1,138,0
"47062",1,1,0,138,1
"47063",1,1,1,138,0
"47065",1,1,1,138,0
"47066",1,1,1,138,0
"47067",1,1,1,138,0
"47068",1,1,1,138,0
"47069",1,1,1,138,0
"47070",1,1,0,138,1
"47071",1,1,0,138,1
"47072",1,1,0,138,1
"47073",0,1,0,139,1
"47074",1,1,1,139,0
"47075",1,1,1,139,0
"47076",1,1,1,139,0
"47077",1,1,0,139,1
"47078",1,1,0,139,1
"47079",1,1,1,139,0
"47080",0,1,0,139,1
"47081",1,1,0,139,1
"47082",0,1,1,139,0
"47083",1,1,1,139,0
"47084",0,1,1,139,0
"47085",1,1,0,139,1
"47086",0,1,1,139,0
"47087",1,1,0,139,1
"47088",0,1,0,139,1
"47089",1,1,1,139,0
"47090",1,1,0,139,1
"47091",0,1,1,140,0
"47092",1,1,0,140,1
"47093",1,1,0,140,1
"47094",0,1,1,140,0
"47095",1,1,1,140,0
"47096",1,1,0,140,1
"47097",0,1,0,140,1
"47098",1,1,0,140,1
"47099",1,1,1,140,0
"47100",1,1,0,140,1
"47101",1,1,1,140,0
"47102",1,1,1,140,0
"47103",1,1,0,140,1
"47104",1,1,1,140,0
"47105",1,1,1,140,0
"47106",1,1,0,140,1
"47107",0,1,0,140,1
"47108",1,1,1,140,0
"47109",1,1,0,140,1
"47110",1,1,1,140,0
"47111",0,1,0,140,1
"47112",1,1,0,141,1
"47113",1,1,1,141,0
"47114",1,1,1,141,0
"47115",1,1,0,141,1
"47116",1,1,0,141,1
"47117",1,1,1,141,0
"47118",1,1,1,141,0
"47119",0,1,1,141,0
"47120",1,1,1,141,0
"47121",1,1,0,141,1
"47122",1,1,1,141,0
"47123",1,1,1,141,0
"47124",1,1,1,141,0
"47125",1,1,1,141,0
"47126",1,1,1,141,0
"47127",1,1,1,141,0
"47128",0,1,0,141,1
"47129",1,1,1,141,0
"47131",1,1,0,141,1
"47132",1,1,1,141,0
"47133",1,1,0,141,1
"47134",1,1,1,141,0
"47135",0,1,0,141,1
"47136",0,1,1,141,0
"47137",0,1,0,141,1
"47138",1,1,1,141,0
"47139",1,1,1,141,0
"47140",1,1,0,141,1
"47141",1,1,1,141,0
"47142",1,1,1,141,0
"47143",1,1,0,141,1
"47144",1,1,1,141,0
"47145",1,1,1,141,0
"47146",1,1,0,141,1
"47147",1,1,0,141,1
"47148",1,1,0,141,1
"47149",1,1,1,141,0
"47150",0,1,1,141,0
"47151",1,1,0,141,1
"47152",1,1,1,141,0
"47153",1,1,0,141,1
"47154",1,1,1,141,0
"47155",1,1,1,141,0
"47156",1,1,0,141,1
"47157",1,1,1,141,0
"47158",1,1,1,141,0
"47159",0,1,0,141,1
"47161",1,1,1,141,0
"47162",1,1,0,141,1
"47164",1,1,1,141,0
"47165",1,1,1,141,0
"47166",1,1,0,141,1
"47169",1,1,0,141,1
"47170",0,1,1,141,0
"47172",1,1,1,141,0
"47173",1,1,1,141,0
"47174",1,1,1,141,0
"47175",0,1,1,141,0
"47176",1,1,1,141,0
"47177",1,1,0,141,1
"47178",1,1,1,141,0
"47179",1,1,0,141,1
"47180",1,1,1,141,0
"47181",1,1,0,141,1
"47182",1,1,1,141,0
"47183",1,1,0,141,1
"47184",1,1,0,141,1
"47185",1,1,0,141,1
"47186",1,1,0,141,1
"47187",1,1,0,141,1
"47188",1,1,0,141,1
"47190",1,1,1,141,0
"47191",1,1,1,141,0
"47192",1,1,0,141,1
"47193",0,1,0,141,1
"47194",1,1,0,141,1
"47195",1,1,0,141,1
"47196",1,1,0,141,1
"47198",1,1,1,141,0
"47199",0,1,0,141,1
"47200",0,1,0,141,1
"47201",1,1,1,141,0
"47202",1,1,0,141,1
"47203",1,1,1,141,0
"47204",1,1,0,141,1
"47205",1,1,1,141,0
"47206",1,1,1,141,0
"47207",1,1,1,141,0
"47208",1,1,0,141,1
"47209",0,1,1,141,0
"47210",1,1,1,141,0
"47211",1,1,0,141,1
"47212",1,1,1,142,0
"47213",1,1,0,142,1
"47214",1,1,1,142,0
"47215",1,1,0,142,1
"47216",0,1,1,142,0
"47217",1,1,0,142,1
"47218",1,1,1,142,0
"47219",1,1,1,142,0
"47220",1,1,0,142,1
"47221",0,1,1,142,0
"47222",1,1,1,142,0
"47223",1,1,1,142,0
"47224",1,1,0,142,1
"47225",0,1,1,142,0
"47226",1,1,1,142,0
"47227",0,1,1,142,0
"47228",1,1,0,142,1
"47229",0,1,0,142,1
"47230",1,1,1,142,0
"47231",1,1,0,142,1
"47232",0,1,1,142,0
"47233",0,1,1,142,0
"47234",1,1,0,142,1
"47235",1,1,1,143,0
"47236",1,1,0,143,1
"47237",1,1,1,143,0
"47238",0,1,1,143,0
"47239",1,1,1,143,0
"47240",1,1,1,143,0
"47242",1,1,0,143,1
"47243",1,1,1,143,0
"47244",1,1,0,143,1
"47245",1,1,1,143,0
"47246",1,1,0,143,1
"47247",1,1,1,143,0
"47248",0,1,1,143,0
"47249",1,1,0,143,1
"47250",1,1,0,143,1
"47251",1,1,1,143,0
"47252",1,1,0,143,1
"47253",1,1,1,143,0
"47254",1,1,1,143,0
"47255",1,1,0,143,1
"47256",0,1,1,143,0
"47257",1,0,1,144,0
"47258",0,0,1,144,0
"47259",0,0,1,144,0
"47260",0,0,1,144,0
"47261",1,0,0,144,1
"47262",1,0,0,144,1
"47263",1,0,0,144,1
"47264",1,0,0,144,1
"47265",1,0,1,144,0
"47266",1,0,0,144,1
"47267",1,0,1,144,0
"47268",1,0,0,144,1
"47269",1,0,0,144,1
"47271",0,0,1,144,0
"47272",1,0,0,144,1
"47274",1,0,0,144,1
"47275",1,0,0,144,1
"47276",1,0,1,144,0
"47277",1,0,1,144,0
"47278",1,0,0,144,1
"47279",1,0,0,144,1
"47280",1,0,1,144,0
"47281",0,0,1,144,0
"47282",1,0,0,144,1
"47283",1,0,0,144,1
"47284",1,0,1,144,0
"47285",1,0,1,144,0
"47286",1,0,0,144,1
"47287",1,0,0,144,1
"47288",1,0,0,144,1
"47289",1,0,1,144,0
"47290",0,0,1,144,0
"47291",1,0,0,144,1
"47292",1,0,1,144,0
"47293",1,0,1,144,0
"47294",1,0,1,144,0
"47295",1,0,1,144,0
"47296",1,0,1,144,0
"47297",1,0,0,144,1
"47298",1,0,1,144,0
"47299",1,0,1,144,0
